,Date_reported,Country_code,Country,New_cases,Year,Population,Indicator
210,2020-07-31,BE,Belgium,635,2020,11561716.0,0.005492264297099151
211,2020-08-01,BE,Belgium,684,2020,11561716.0,0.005916076817662707
212,2020-08-02,BE,Belgium,309,2020,11561716.0,0.0026726136500844684
213,2020-08-03,BE,Belgium,148,2020,11561716.0,0.0012800867968042115
214,2020-08-04,BE,Belgium,794,2020,11561716.0,0.0068674926801523236
215,2020-08-05,BE,Belgium,813,2020,11561716.0,0.0070318281473096215
216,2020-08-06,BE,Belgium,767,2020,11561716.0,0.00663396333208669
217,2020-08-07,BE,Belgium,769,2020,11561716.0,0.006651261802313774
218,2020-08-08,BE,Belgium,771,2020,11561716.0,0.006668560272540858
219,2020-08-09,BE,Belgium,304,2020,11561716.0,0.002629367474516759
220,2020-08-10,BE,Belgium,122,2020,11561716.0,0.0010552066838521203
221,2020-08-11,BE,Belgium,873,2020,11561716.0,0.00755078225412214
222,2020-08-12,BE,Belgium,718,2020,11561716.0,0.006210150811523134
223,2020-08-13,BE,Belgium,609,2020,11561716.0,0.0052673841841470595
224,2020-08-14,BE,Belgium,669,2020,11561716.0,0.005786338290959577
225,2020-08-15,BE,Belgium,587,2020,11561716.0,0.005077101011649135
226,2020-08-16,BE,Belgium,163,2020,11561716.0,0.0014098253235073409
227,2020-08-17,BE,Belgium,132,2020,11561716.0,0.00114169903498754
228,2020-08-18,BE,Belgium,707,2020,11561716.0,0.006115009225274172
229,2020-08-19,BE,Belgium,725,2020,11561716.0,0.006270695457317927
230,2020-08-20,BE,Belgium,612,2020,11561716.0,0.005293331889487685
231,2020-08-21,BE,Belgium,581,2020,11561716.0,0.0050252056009678844
232,2020-08-22,BE,Belgium,510,2020,11561716.0,0.0044111099079064044
233,2020-08-23,BE,Belgium,203,2020,11561716.0,0.00175579472804902
234,2020-08-24,BE,Belgium,115,2020,11561716.0,0.0009946620380573263
235,2020-08-25,BE,Belgium,607,2020,11561716.0,0.005250085713919975
236,2020-08-26,BE,Belgium,527,2020,11561716.0,0.004558146904836618
237,2020-08-27,BE,Belgium,526,2020,11561716.0,0.004549497669723076
238,2020-08-28,BE,Belgium,535,2020,11561716.0,0.004627340785744954
239,2020-08-29,BE,Belgium,614,2020,11561716.0,0.005310630359714769
240,2020-08-30,BE,Belgium,195,2020,11561716.0,0.001686600847140684
241,2020-08-31,BE,Belgium,117,2020,11561716.0,0.0010119605082844103
242,2020-09-01,BE,Belgium,634,2020,11561716.0,0.005483615061985608
243,2020-09-02,BE,Belgium,565,2020,11561716.0,0.004886817839151213
244,2020-09-03,BE,Belgium,574,2020,11561716.0,0.00496466095517309
245,2020-09-04,BE,Belgium,677,2020,11561716.0,0.005855532171867913
246,2020-09-05,BE,Belgium,728,2020,11561716.0,0.006296643162658554
247,2020-09-06,BE,Belgium,322,2020,11561716.0,0.002785053706560514
248,2020-09-07,BE,Belgium,155,2020,11561716.0,0.0013406314425990053
249,2020-09-08,BE,Belgium,918,2020,11561716.0,0.007939997834231527
250,2020-09-09,BE,Belgium,871,2020,11561716.0,0.007533483783895055
251,2020-09-10,BE,Belgium,1024,2020,11561716.0,0.008856816756266976
252,2020-09-11,BE,Belgium,1143,2020,11561716.0,0.00988607573477847
253,2020-09-12,BE,Belgium,1284,2020,11561716.0,0.011105617885787887
254,2020-09-13,BE,Belgium,617,2020,11561716.0,0.005336578065055395
255,2020-09-14,BE,Belgium,301,2020,11561716.0,0.0026034197691761326
256,2020-09-15,BE,Belgium,1724,2020,11561716.0,0.014911281335746355
257,2020-09-16,BE,Belgium,1628,2020,11561716.0,0.014080954764846327
258,2020-09-17,BE,Belgium,1943,2020,11561716.0,0.016805463825612047
259,2020-09-18,BE,Belgium,1750,2020,11561716.0,0.015136161448698447
260,2020-09-19,BE,Belgium,1709,2020,11561716.0,0.014781542809043225
261,2020-09-20,BE,Belgium,894,2020,11561716.0,0.00773241619150652
262,2020-09-21,BE,Belgium,461,2020,11561716.0,0.003987297387342848
263,2020-09-22,BE,Belgium,2202,2020,11561716.0,0.019045615720019417
264,2020-09-23,BE,Belgium,2074,2020,11561716.0,0.01793851362548604
265,2020-09-24,BE,Belgium,2096,2020,11561716.0,0.018128796797983966
266,2020-09-25,BE,Belgium,1795,2020,11561716.0,0.015525377028807836
267,2020-09-26,BE,Belgium,1623,2020,11561716.0,0.014037708589278615
268,2020-09-27,BE,Belgium,1078,2020,11561716.0,0.009323875452398243
269,2020-09-28,BE,Belgium,559,2020,11561716.0,0.00483492242846996
270,2020-09-29,BE,Belgium,2791,2020,11561716.0,0.024140015201895636
271,2020-09-30,BE,Belgium,3008,2020,11561716.0,0.026016899221534242
272,2020-10-01,BE,Belgium,3274,2020,11561716.0,0.028317595761736408
273,2020-10-02,BE,Belgium,3423,2020,11561716.0,0.029606331793654163
274,2020-10-03,BE,Belgium,3752,2020,11561716.0,0.032451930146009465
275,2020-10-04,BE,Belgium,1728,2020,11561716.0,0.014945878276200522
276,2020-10-05,BE,Belgium,1047,2020,11561716.0,0.009055749163878442
277,2020-10-06,BE,Belgium,5313,2020,11561716.0,0.04595338615824848
278,2020-10-07,BE,Belgium,5758,2020,11561716.0,0.04980229578377466
279,2020-10-08,BE,Belgium,6904,2020,11561716.0,0.05971431922389375
280,2020-10-09,BE,Belgium,6679,2020,11561716.0,0.05776824132334681
281,2020-10-10,BE,Belgium,7952,2020,11561716.0,0.06877871762288573
282,2020-10-11,BE,Belgium,4370,2020,11561716.0,0.037797157446178405
283,2020-10-12,BE,Belgium,2439,2020,11561716.0,0.021095484441928863
284,2020-10-13,BE,Belgium,9872,2020,11561716.0,0.08538524904088632
285,2020-10-14,BE,Belgium,12779,2020,11561716.0,0.11052857551595281
286,2020-10-15,BE,Belgium,12533,2020,11561716.0,0.1084008636780215
287,2020-10-16,BE,Belgium,12027,2020,11561716.0,0.10402435071056927
288,2020-10-17,BE,Belgium,13738,2020,11561716.0,0.11882319198983957
289,2020-10-18,BE,Belgium,8124,2020,11561716.0,0.07026638606241496
290,2020-10-19,BE,Belgium,4339,2020,11561716.0,0.037529031157658606
291,2020-10-20,BE,Belgium,15824,2020,11561716.0,0.13686549643668813
292,2020-10-21,BE,Belgium,19600,2020,11561716.0,0.1695250082254226
293,2020-10-22,BE,Belgium,17628,2020,11561716.0,0.15246871658151784
294,2020-10-23,BE,Belgium,17715,2020,11561716.0,0.15322120003639597
295,2020-10-24,BE,Belgium,18863,2020,11561716.0,0.16315052194674215
296,2020-10-25,BE,Belgium,11552,2020,11561716.0,0.09991596403163681
297,2020-10-26,BE,Belgium,4880,2020,11561716.0,0.04220826735408481
298,2020-10-27,BE,Belgium,19845,2020,11561716.0,0.17164407082824037
299,2020-10-28,BE,Belgium,22191,2020,11561716.0,0.19193517640460983
300,2020-10-29,BE,Belgium,17982,2020,11561716.0,0.1555305458117117
301,2020-10-30,BE,Belgium,15074,2020,11561716.0,0.13037857010153164
302,2020-10-31,BE,Belgium,15388,2020,11561716.0,0.13309442992718382
303,2020-11-01,BE,Belgium,6309,2020,11561716.0,0.054568024331336284
304,2020-11-02,BE,Belgium,2662,2020,11561716.0,0.02302426387224872
305,2020-11-03,BE,Belgium,13843,2020,11561716.0,0.11973136167676149
306,2020-11-04,BE,Belgium,12082,2020,11561716.0,0.10450005864181408
307,2020-11-05,BE,Belgium,9213,2020,11561716.0,0.07968540310106216
308,2020-11-06,BE,Belgium,7644,2020,11561716.0,0.06611475320791482
309,2020-11-07,BE,Belgium,6638,2020,11561716.0,0.057413622683691594
310,2020-11-08,BE,Belgium,3044,2020,11561716.0,0.026328271685621754
311,2020-11-09,BE,Belgium,1449,2020,11561716.0,0.012532741679522312
312,2020-11-10,BE,Belgium,8613,2020,11561716.0,0.07449586203293698
313,2020-11-11,BE,Belgium,7662,2020,11561716.0,0.06627043943995857
314,2020-11-12,BE,Belgium,2002,2020,11561716.0,0.01731576869731102
315,2020-11-13,BE,Belgium,6467,2020,11561716.0,0.05593460347927591
316,2020-11-14,BE,Belgium,5697,2020,11561716.0,0.049274692441848594
317,2020-11-15,BE,Belgium,2360,2020,11561716.0,0.020412194867959046
318,2020-11-16,BE,Belgium,1053,2020,11561716.0,0.009107644574559693
319,2020-11-17,BE,Belgium,5830,2020,11561716.0,0.05042504071194968
320,2020-11-18,BE,Belgium,4824,2020,11561716.0,0.041723910187726455
321,2020-11-19,BE,Belgium,3681,2020,11561716.0,0.03183783445294799
322,2020-11-20,BE,Belgium,3007,2020,11561716.0,0.026008249986420703
323,2020-11-21,BE,Belgium,3075,2020,11561716.0,0.026596397974141553
324,2020-11-22,BE,Belgium,1258,2020,11561716.0,0.010880737772835797
325,2020-11-23,BE,Belgium,585,2020,11561716.0,0.005059802541422052
326,2020-11-24,BE,Belgium,3944,2020,11561716.0,0.03411258328780953
327,2020-11-25,BE,Belgium,2865,2020,11561716.0,0.024780058600297743
328,2020-11-26,BE,Belgium,2669,2020,11561716.0,0.023084808518043516
329,2020-11-27,BE,Belgium,2412,2020,11561716.0,0.020861955093863228
330,2020-11-28,BE,Belgium,2724,2020,11561716.0,0.023560516449288325
331,2020-11-29,BE,Belgium,1001,2020,11561716.0,0.00865788434865551
332,2020-11-30,BE,Belgium,556,2020,11561716.0,0.004808974723129335
333,2020-12-01,BE,Belgium,3286,2020,11561716.0,0.02842138658309891
334,2020-12-02,BE,Belgium,2682,2020,11561716.0,0.02319724857451956
335,2020-12-03,BE,Belgium,2598,2020,11561716.0,0.022470712824982038
336,2020-12-04,BE,Belgium,2361,2020,11561716.0,0.02042084410307259
337,2020-12-05,BE,Belgium,2549,2020,11561716.0,0.02204690030441848
338,2020-12-06,BE,Belgium,1094,2020,11561716.0,0.009462263214214913
339,2020-12-07,BE,Belgium,596,2020,11561716.0,0.005154944127671013
340,2020-12-08,BE,Belgium,3347,2020,11561716.0,0.02894898992502497
341,2020-12-09,BE,Belgium,2710,2020,11561716.0,0.02343942715769874
342,2020-12-10,BE,Belgium,2749,2020,11561716.0,0.02377674732712687
343,2020-12-11,BE,Belgium,2668,2020,11561716.0,0.023076159282929973
344,2020-12-12,BE,Belgium,2885,2020,11561716.0,0.024953043302568582
345,2020-12-13,BE,Belgium,1581,2020,11561716.0,0.013674440714509854
346,2020-12-14,BE,Belgium,735,2020,11561716.0,0.006357187808453348
347,2020-12-15,BE,Belgium,3805,2020,11561716.0,0.03291033960702719
348,2020-12-16,BE,Belgium,3200,2020,11561716.0,0.0276775523633343
349,2020-12-17,BE,Belgium,2753,2020,11561716.0,0.02381134426758104
